city,year,weekofyear,total_cases
sj,2011,21,163
sj,2011,22,163
sj,2011,23,163
sj,2011,24,163
sj,2011,25,163
sj,2011,26,163
sj,2011,27,163
sj,2011,28,163
sj,2011,29,163
sj,2011,30,163
sj,2011,31,163
sj,2011,32,163
sj,2011,33,163
sj,2011,34,163
sj,2011,35,163
sj,2011,36,163
sj,2011,37,163
sj,2011,38,163
sj,2011,39,163
sj,2011,40,161
sj,2011,41,163
sj,2011,42,163
sj,2011,43,163
sj,2011,44,163
sj,2011,45,163
sj,2011,46,163
sj,2011,47,175
sj,2011,48,163
sj,2011,49,163
sj,2011,50,163
sj,2011,51,175
sj,2012,52,163
sj,2012,1,66
sj,2012,2,72
sj,2012,3,60
sj,2012,4,167
sj,2012,5,175
sj,2012,6,163
sj,2012,7,173
sj,2012,8,175
sj,2012,9,175
sj,2012,10,163
sj,2012,11,163
sj,2012,12,163
sj,2012,13,163
sj,2012,14,163
sj,2012,15,163
sj,2012,16,163
sj,2012,17,164
sj,2012,18,163
sj,2012,19,163
sj,2012,20,163
sj,2012,21,163
sj,2012,22,163
sj,2012,23,164
sj,2012,24,181
sj,2012,25,165
sj,2012,26,175
sj,2012,27,163
sj,2012,28,163
sj,2012,29,163
sj,2012,30,163
sj,2012,31,163
sj,2012,32,163
sj,2012,33,163
sj,2012,34,163
sj,2012,35,163
sj,2012,36,161
sj,2012,37,168
sj,2012,38,163
sj,2012,39,163
sj,2012,40,163
sj,2012,41,163
sj,2012,42,163
sj,2012,43,163
sj,2012,44,163
sj,2012,45,163
sj,2012,46,163
sj,2012,47,163
sj,2012,48,163
sj,2012,49,163
sj,2012,50,163
sj,2012,51,175
sj,2013,1,78
sj,2013,2,72
sj,2013,3,72
sj,2013,4,167
sj,2013,5,175
sj,2013,6,175
sj,2013,7,175
sj,2013,8,174
sj,2013,9,174
sj,2013,10,163
sj,2013,11,175
sj,2013,12,175
sj,2013,13,163
sj,2013,14,163
sj,2013,15,175
sj,2013,16,174
sj,2013,17,163
iq,2010,26,24
iq,2010,27,24
iq,2010,28,24
iq,2010,29,24
iq,2010,30,24
iq,2010,31,24
iq,2010,32,35
iq,2010,33,24
iq,2010,34,24
iq,2010,35,24
iq,2010,36,24
iq,2010,37,24
iq,2010,38,24
iq,2010,39,24
iq,2010,40,24
iq,2010,41,24
iq,2010,42,24
iq,2010,43,24
iq,2010,44,24
iq,2010,45,24
iq,2010,46,24
iq,2010,47,24
iq,2010,48,24
iq,2010,49,24
iq,2010,50,24
iq,2010,51,24
iq,2011,52,24
iq,2011,1,23
iq,2011,2,24
iq,2011,3,24
iq,2011,4,24
iq,2011,5,24
iq,2011,6,24
iq,2011,7,24
iq,2011,8,24
iq,2011,9,24
iq,2011,10,24
iq,2011,11,24
iq,2011,12,24
iq,2011,13,24
iq,2011,14,24
iq,2011,15,24
iq,2011,16,24
iq,2011,17,24
iq,2011,18,24
iq,2011,19,24
iq,2011,20,24
iq,2011,21,24
iq,2011,22,24
iq,2011,23,24
iq,2011,24,24
iq,2011,25,26
iq,2011,26,24
iq,2011,27,27
iq,2011,28,24
iq,2011,29,24
iq,2011,30,24
iq,2011,31,24
iq,2011,32,24
iq,2011,33,24
iq,2011,34,24
iq,2011,35,24
iq,2011,36,24
iq,2011,37,24
iq,2011,38,24
iq,2011,39,24
iq,2011,40,24
iq,2011,41,24
iq,2011,42,24
iq,2011,43,24
iq,2011,44,24
iq,2011,45,24
iq,2011,46,24
iq,2011,47,24
iq,2011,48,24
iq,2011,49,24
iq,2011,50,24
iq,2011,51,24
iq,2012,52,24
iq,2012,1,21
iq,2012,2,24
iq,2012,3,24
iq,2012,4,24
iq,2012,5,24
iq,2012,6,24
iq,2012,7,24
iq,2012,8,24
iq,2012,9,24
iq,2012,10,24
iq,2012,11,24
iq,2012,12,24
iq,2012,13,24
iq,2012,14,24
iq,2012,15,24
iq,2012,16,24
iq,2012,17,24
iq,2012,18,24
iq,2012,19,24
iq,2012,20,24
iq,2012,21,24
iq,2012,22,24
iq,2012,23,24
iq,2012,24,24
iq,2012,25,24
iq,2012,26,24
iq,2012,27,24
iq,2012,28,24
iq,2012,29,24
iq,2012,30,25
iq,2012,31,24
iq,2012,32,24
iq,2012,33,35
iq,2012,34,24
iq,2012,35,24
iq,2012,36,24
iq,2012,37,24
iq,2012,38,24
iq,2012,39,24
iq,2012,40,24
iq,2012,41,24
iq,2012,42,24
iq,2012,43,24
iq,2012,44,24
iq,2012,45,24
iq,2012,46,24
iq,2012,47,24
iq,2012,48,24
iq,2012,49,24
iq,2012,50,24
iq,2012,51,24
iq,2013,1,21
iq,2013,2,24
iq,2013,3,24
iq,2013,4,24
iq,2013,5,24
iq,2013,6,24
iq,2013,7,24
iq,2013,8,24
iq,2013,9,24
iq,2013,10,24
iq,2013,11,24
iq,2013,12,35
iq,2013,13,24
iq,2013,14,24
iq,2013,15,24
iq,2013,16,24
iq,2013,17,24
iq,2013,18,24
iq,2013,19,24
iq,2013,20,24
iq,2013,21,24
iq,2013,22,24
iq,2013,23,24
iq,2013,24,24
iq,2013,25,24
iq,2013,26,24
