city,year,weekofyear,total_cases
sj,2012,44,74
sj,2012,45,42
sj,2012,46,49
sj,2012,47,40
sj,2012,48,28
sj,2012,49,34
sj,2012,50,41
sj,2012,51,30
sj,2013,1,28
sj,2013,2,34
sj,2013,3,23
sj,2013,4,12
sj,2013,5,30
sj,2013,6,20
sj,2013,7,23
sj,2013,8,17
sj,2013,9,16
sj,2013,10,20
sj,2013,11,19
sj,2013,12,16
sj,2013,13,23
sj,2013,14,21
sj,2013,15,14
sj,2013,16,26
sj,2013,17,33
iq,2010,26,17
iq,2010,27,6
iq,2010,28,13
iq,2010,29,7
iq,2010,30,4
iq,2010,31,8
iq,2010,32,8
iq,2010,33,8
iq,2010,34,12
iq,2010,35,11
iq,2010,36,14
iq,2010,37,10
iq,2010,38,14
iq,2010,39,8
iq,2010,40,10
iq,2010,41,10
iq,2010,42,17
iq,2010,43,15
iq,2010,44,16
iq,2010,45,16
iq,2010,46,16
iq,2010,47,14
iq,2010,48,20
iq,2010,49,15
iq,2010,50,15
iq,2010,51,12
iq,2011,52,11
iq,2011,1,10
iq,2011,2,14
iq,2011,3,11
iq,2011,4,10
iq,2011,5,9
iq,2011,6,16
iq,2011,7,17
iq,2011,8,17
iq,2011,9,14
iq,2011,10,17
iq,2011,11,20
iq,2011,12,18
iq,2011,13,13
iq,2011,14,15
iq,2011,15,16
iq,2011,16,16
iq,2011,17,15
iq,2011,18,12
iq,2011,19,4
iq,2011,20,11
iq,2011,21,14
iq,2011,22,7
iq,2011,23,7
iq,2011,24,8
iq,2011,25,4
iq,2011,26,5
iq,2011,27,4
iq,2011,28,2
iq,2011,29,6
iq,2011,30,8
iq,2011,31,4
iq,2011,32,7
iq,2011,33,5
iq,2011,34,9
iq,2011,35,4
iq,2011,36,5
iq,2011,37,10
iq,2011,38,5
iq,2011,39,15
iq,2011,40,10
iq,2011,41,11
iq,2011,42,16
iq,2011,43,18
iq,2011,44,16
iq,2011,45,16
iq,2011,46,16
iq,2011,47,13
iq,2011,48,12
iq,2011,49,13
iq,2011,50,18
iq,2011,51,15
iq,2012,52,15
iq,2012,1,15
iq,2012,2,13
iq,2012,3,12
iq,2012,4,5
iq,2012,5,12
iq,2012,6,10
iq,2012,7,16
iq,2012,8,15
iq,2012,9,9
iq,2012,10,12
iq,2012,11,6
iq,2012,12,9
iq,2012,13,15
iq,2012,14,10
iq,2012,15,14
iq,2012,16,11
iq,2012,17,14
iq,2012,18,15
iq,2012,19,5
iq,2012,20,14
iq,2012,21,4
iq,2012,22,7
iq,2012,23,5
iq,2012,24,9
iq,2012,25,7
iq,2012,26,12
iq,2012,27,4
iq,2012,28,7
iq,2012,29,5
iq,2012,30,4
iq,2012,31,6
iq,2012,32,7
iq,2012,33,9
iq,2012,34,8
iq,2012,35,7
iq,2012,36,11
iq,2012,37,10
iq,2012,38,6
iq,2012,39,8
iq,2012,40,9
iq,2012,41,19
iq,2012,42,13
iq,2012,43,14
iq,2012,44,16
iq,2012,45,11
iq,2012,46,15
iq,2012,47,19
iq,2012,48,15
iq,2012,49,15
iq,2012,50,16
iq,2012,51,14
iq,2013,1,11
iq,2013,2,6
iq,2013,3,9
iq,2013,4,15
iq,2013,5,13
iq,2013,6,10
iq,2013,7,14
iq,2013,8,12
iq,2013,9,15
iq,2013,10,16
iq,2013,11,15
iq,2013,12,20
iq,2013,13,14
iq,2013,14,17
iq,2013,15,14
iq,2013,16,11
iq,2013,17,17
iq,2013,18,9
iq,2013,19,13
iq,2013,20,12
iq,2013,21,11
iq,2013,22,8
iq,2013,23,9
iq,2013,24,5
iq,2013,25,7
iq,2013,26,4
