city,year,weekofyear,total_cases
sj,2013,12,11
sj,2013,13,16
sj,2013,14,15
sj,2013,15,14
sj,2013,16,13
sj,2013,17,12
iq,2010,26,8
iq,2010,27,5
iq,2010,28,7
iq,2010,29,1
iq,2010,30,1
iq,2010,31,3
iq,2010,32,3
iq,2010,33,1
iq,2010,34,4
iq,2010,35,5
iq,2010,36,4
iq,2010,37,3
iq,2010,38,13
iq,2010,39,2
iq,2010,40,18
iq,2010,41,6
iq,2010,42,9
iq,2010,43,7
iq,2010,44,8
iq,2010,45,8
iq,2010,46,14
iq,2010,47,9
iq,2010,48,6
iq,2010,49,14
iq,2010,50,9
iq,2010,51,9
iq,2011,52,3
iq,2011,1,9
iq,2011,2,7
iq,2011,3,8
iq,2011,4,4
iq,2011,5,7
iq,2011,6,8
iq,2011,7,13
iq,2011,8,10
iq,2011,9,15
iq,2011,10,6
iq,2011,11,8
iq,2011,12,7
iq,2011,13,9
iq,2011,14,6
iq,2011,15,6
iq,2011,16,8
iq,2011,17,9
iq,2011,18,17
iq,2011,19,3
iq,2011,20,6
iq,2011,21,9
iq,2011,22,2
iq,2011,23,2
iq,2011,24,3
iq,2011,25,1
iq,2011,26,3
iq,2011,27,4
iq,2011,28,1
iq,2011,29,4
iq,2011,30,1
iq,2011,31,2
iq,2011,32,2
iq,2011,33,2
iq,2011,34,6
iq,2011,35,4
iq,2011,36,3
iq,2011,37,8
iq,2011,38,5
iq,2011,39,6
iq,2011,40,4
iq,2011,41,10
iq,2011,42,15
iq,2011,43,9
iq,2011,44,10
iq,2011,45,10
iq,2011,46,12
iq,2011,47,10
iq,2011,48,10
iq,2011,49,6
iq,2011,50,10
iq,2011,51,17
iq,2012,52,7
iq,2012,1,10
iq,2012,2,13
iq,2012,3,5
iq,2012,4,4
iq,2012,5,9
iq,2012,6,12
iq,2012,7,4
iq,2012,8,9
iq,2012,9,1
iq,2012,10,7
iq,2012,11,4
iq,2012,12,3
iq,2012,13,9
iq,2012,14,4
iq,2012,15,9
iq,2012,16,10
iq,2012,17,13
iq,2012,18,11
iq,2012,19,3
iq,2012,20,8
iq,2012,21,9
iq,2012,22,5
iq,2012,23,4
iq,2012,24,5
iq,2012,25,2
iq,2012,26,3
iq,2012,27,3
iq,2012,28,3
iq,2012,29,6
iq,2012,30,3
iq,2012,31,0
iq,2012,32,3
iq,2012,33,4
iq,2012,34,4
iq,2012,35,3
iq,2012,36,3
iq,2012,37,5
iq,2012,38,3
iq,2012,39,17
iq,2012,40,3
iq,2012,41,14
iq,2012,42,6
iq,2012,43,10
iq,2012,44,8
iq,2012,45,10
iq,2012,46,13
iq,2012,47,11
iq,2012,48,9
iq,2012,49,24
iq,2012,50,4
iq,2012,51,5
iq,2013,1,11
iq,2013,2,5
iq,2013,3,11
iq,2013,4,8
iq,2013,5,7
iq,2013,6,9
iq,2013,7,15
iq,2013,8,12
iq,2013,9,11
iq,2013,10,20
iq,2013,11,9
iq,2013,12,7
iq,2013,13,10
iq,2013,14,10
iq,2013,15,9
iq,2013,16,8
iq,2013,17,10
iq,2013,18,3
iq,2013,19,9
iq,2013,20,13
iq,2013,21,4
iq,2013,22,11
iq,2013,23,5
iq,2013,24,4
iq,2013,25,3
iq,2013,26,5
